slug,title,author,language,genre_category,length_bucket,word_count,reading_minutes,public_domain_rights_status,rights_tier,reader_status,audiobook_status,cover_status,current_production_status,audiobook_naturalness_status,asr_source_status,sync_tier,audio_provider,known_blockers,marketing_hook,target_audience,estimated_audiobook_cost_usd,release_confidence,weighted_launch_fitness
bn-069,চন্দ্রশেখর,বঙ্কিমচন্দ্র চট্টোপাধ্যায়,ben,Historical / Moral Conflict / Tragedy,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-037,ছেলেধরা,শরৎচন্দ্র চট্টোপাধ্যায়,ben,Social Satire / Fear / Mob Mentality,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-023,ঠাকুরদা,রবীন্দ্রনাথ ঠাকুর,ben,Intergenerational / Family,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-071,তোতা কাহিনী,রবীন্দ্রনাথ ঠাকুর,ben,Fable / Education Satire / Dark Comedy,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-014,দর্পচূর্ণ,রবীন্দ্রনাথ ঠাকুর,ben,Pride / Social Drama,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-040,দর্পণ,শরৎচন্দ্র চট্টোপাধ্যায়,ben,Self-Reflection / Social Mirror,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-029,দুরাশা,রবীন্দ্রনাথ ঠাকুর,ben,Unrequited Love / Delusion,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-058,দেবী চৌধুরাণী,বঙ্কিমচন্দ্র চট্টোপাধ্যায়,ben,Historical / Female Power / Adventure,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-063,নলিনী,বঙ্কিমচন্দ্র চট্টোপাধ্যায়,ben,Early Romance / Nature / Innocence,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-044,পথ নির্দেশ,শরৎচন্দ্র চট্টোপাধ্যায়,ben,Guidance / Moral / Journey,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-049,পরিণীতা,শরৎচন্দ্র চট্টোপাধ্যায়,ben,Romance / Marriage / Misunderstanding,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-081,পুত্রযজ্ঞ,রবীন্দ্রনাথ ঠাকুর,ben,Sacrifice / Parenthood / Ritual,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-085,পোষ্টঅফিস,রবীন্দ্রনাথ ঠাকুর,ben,Death / Childhood / Freedom / Drama,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-079,ফেলু বাবুর দোকান,রবীন্দ্রনাথ ঠাকুর,ben,Commerce / Honesty / Village Life,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-042,বিন্দুর ছেলে,শরৎচন্দ্র চট্টোপাধ্যায়,ben,Maternal Love / Adoption / Society,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-054,বিপ্রদাস,শরৎচন্দ্র চট্টোপাধ্যায়,ben,Idealism / Social Reform / Sacrifice,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-032,বিলাসী,শরৎচন্দ্র চট্টোপাধ্যায়,ben,Love / Caste / Sacrifice,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-065,বিষবৃক্ষ,বঙ্কিমচন্দ্র চট্টোপাধ্যায়,ben,Tragedy / Forbidden Love / Moral,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-053,বৈকুণ্ঠের উইল,শরৎচন্দ্র চট্টোপাধ্যায়,ben,Family Conflict / Inheritance / Irony,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-076,ভিখারিণী,রবীন্দ্রনাথ ঠাকুর,ben,Poverty / Compassion / Early Tagore,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-048,মমতাদি,শরৎচন্দ্র চট্টোপাধ্যায়,ben,Class / Dignity / Human Connection,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-075,মাস্টারমশাই,রবীন্দ্রনাথ ঠাকুর,ben,Education / Devotion / Teacher-Student,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-078,মেঘ,রবীন্দ্রনাথ ঠাকুর,ben,Nature / Longing / Lyrical,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-061,যোগিনী,বঙ্কিমচন্দ্র চট্টোপাধ্যায়,ben,Mysticism / Female Power / Renunciation,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-072,রাজা ও রানী,রবীন্দ্রনাথ ঠাকুর,ben,Power / Marriage / Self-Assertion,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-043,রামের সুমতি,শরৎচন্দ্র চট্টোপাধ্যায়,ben,Moral Awakening / Family / Humour,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-034,লালু,শরৎচন্দ্র চট্টোপাধ্যায়,ben,Childhood / Innocence / Social,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-052,শুভদা,শরৎচন্দ্র চট্টোপাধ্যায়,ben,Goodness / Village Life / Moral,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-047,সতী,শরৎচন্দ্র চট্টোপাধ্যায়,ben,Virtue / Tragedy / Womanhood,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-046,স্বামী,শরৎচন্দ্র চট্টোপাধ্যায়,ben,Marriage / Duty / Emotion,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-038,হরিলক্ষ্মী,শরৎচন্দ্র চট্টোপাধ্যায়,ben,Devotion / Marriage / Village Life,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,4.25
bn-090,অনুবর্তন,বিভূতিভূষণ বন্দ্যোপাধ্যায়,ben,Continuity / Nature / Cycle of Life,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,3.78
bn-098,অশনি সংকেত (অংশ),বিভূতিভূষণ বন্দ্যোপাধ্যায়,ben,Famine / Human Dignity / Historical,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,3.78
bn-093,আহ্বান,বিভূতিভূষণ বন্দ্যোপাধ্যায়,ben,Calling / Adventure / Self-Discovery,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,3.78
bn-099,ইছামতী (অংশ),বিভূতিভূষণ বন্দ্যোপাধ্যায়,ben,River / History / Village / Colonial Era,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,3.78
bn-091,কিন্নরদল,বিভূতিভূষণ বন্দ্যোপাধ্যায়,ben,Fantasy / Celestial / Wonder,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,3.78
bn-094,চাঁদের পাহাড় (অংশ),বিভূতিভূষণ বন্দ্যোপাধ্যায়,ben,Adventure / Africa / Treasure Hunt,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,3.78
bn-089,তালনবমী,বিভূতিভূষণ বন্দ্যোপাধ্যায়,ben,Festival / Village / Memory,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,3.78
bn-095,নিশিপদ্ম,বিভূতিভূষণ বন্দ্যোপাধ্যায়,ben,Nature / Night / Beauty / Lyrical,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,3.78
bn-086,পথের পাঁচালী (অংশ),বিভূতিভূষণ বন্দ্যোপাধ্যায়,ben,Rural Life / Childhood / Nature / Coming of Age,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,3.78
bn-087,পুঁইমাচা,বিভূতিভূষণ বন্দ্যোপাধ্যায়,ben,Rural Life / Women / Nature,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,3.78
bn-092,বনের খাতা,বিভূতিভূষণ বন্দ্যোপাধ্যায়,ben,Nature Writing / Solitude / Forest,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,3.78
bn-097,মরণের ডঙ্কা বাজে,বিভূতিভূষণ বন্দ্যোপাধ্যায়,ben,Death / Acceptance / Philosophy,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,3.78
bn-088,মেঘমল্লার,বিভূতিভূষণ বন্দ্যোপাধ্যায়,ben,Nature / Music / Mysticism,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,3.78
bn-096,যাত্রাবদল,বিভূতিভূষণ বন্দ্যোপাধ্যায়,ben,Journey / Change / Life Transition,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,3.78
bn-100,স্মৃতির রেখা,বিভূতিভূষণ বন্দ্যোপাধ্যায়,ben,Memory / Nostalgia / Travel Journal,unknown,,,REVIEW_REQUIRED,manifest,draft,NOT_APPROVED_OR_NOT_RUN,UNKNOWN,draft,NOT_PROVEN,NOT_RUN,,,RIGHTS_REVIEW_REQUIRED | COVER_REVIEW_OR_RUNTIME_FALLBACK_REQUIRED,Classic literature positioned through a premium reader-first edition.,"Bengali readers, diaspora families, students, Tagore/Bankim/Sarat fans",0.02,0,3.78
a-ghost-story,A Ghost Story,Mark Twain,eng,gothic-fiction,short,2450,10,PASS,A,reader_ready,AUDIOBOOK_LIVE,CLOUDINARY_ASSIGNED,live,APPROVED_EXISTING_AUDIOBOOK_EVIDENCE,APPROVED_EXISTING_RELEASE_EVIDENCE,release_gate_approved_existing,project_verified_existing,,Approved comic ghost audiobook: Mark Twain turns haunting into absurdity.,"Gothic classics readers, literature students, horror-adjacent BookTok/Shorts viewers",0.294,0.98,9.43
dsires-baby,Désirée's Baby,Kate Chopin,eng,literary-fiction,short,2178,9,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,CLOUDINARY_ASSIGNED,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.2614,0.9,8.53
sredni-vashtar,Sredni Vashtar,Saki,eng,gothic-fiction,short,1787,8,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,CLOUDINARY_ASSIGNED,live,NOT_PROVEN,NOT_RUN,,,,Gothic atmosphere and suspense for short-form literary discovery.,"Gothic classics readers, literature students, horror-adjacent BookTok/Shorts viewers",0.2144,0.9,8.53
the-celebrated-jumping-frog-of-calaveras-county,The Celebrated Jumping Frog of Calaveras County,Mark Twain,eng,literary-fiction,short,2713,11,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.3256,0.9,8.53
the-cop-and-the-anthem,The Cop and the Anthem,O. Henry,eng,literary-fiction,short,2306,10,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,CLOUDINARY_ASSIGNED,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.2767,0.9,8.53
the-furnished-room,The Furnished Room,O. Henry,eng,gothic-fiction,short,2490,10,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Gothic atmosphere and suspense for short-form literary discovery.,"Gothic classics readers, literature students, horror-adjacent BookTok/Shorts viewers",0.2988,0.9,8.53
the-gift-of-the-magi,The Gift of the Magi,O. Henry,eng,literary-fiction,short,2109,9,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,CLOUDINARY_ASSIGNED,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.2531,0.9,8.53
the-imp-of-the-perverse,The Imp of the Perverse,Edgar Allan Poe,eng,literary-fiction,short,2430,10,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.2916,0.9,8.53
the-last-leaf,The Last Leaf,O. Henry,eng,literary-fiction,short,2402,10,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Compact human drama suited to quote cards and audio teasers.,"Classic short-story readers, students, quote-card audiences, premium reader prospects",0.2882,0.9,8.53
the-masque-of-the-red-death,The Masque of the Red Death,Edgar Allan Poe,eng,gothic-fiction,short,2421,10,PASS,A,reader_ready,NOT_APPROVED_OR_NOT_RUN,DESIGNED_PLACEHOLDER_NO_SAFE_LOCAL_COVER,live,NOT_PROVEN,NOT_RUN,,,,Gothic atmosphere and suspense for short-form literary discovery.,"Gothic classics readers, literature students, horror-adjacent BookTok/Shorts viewers",0.2905,0.9,8.53
